1,0,2,3,4,5,6,7,8,467
1,0,2,3,4,8,6,5,7,536
1,8,2,3,4,0,6,5,7,552
1,8,3,2,4,0,6,5,7,553
1,8,3,4,2,0,6,5,7,555
1,8,3,4,2,0,6,7,5,566
1,0,3,7,2,8,6,4,5,627
8,7,1,6,0,3,2,5,4,657
8,7,1,6,3,0,2,5,4,668
1,7,2,5,0,3,8,4,6,692
1,5,3,7,0,2,8,4,6,746
1,5,3,7,0,2,8,4,6,746
7,2,1,8,0,3,6,4,5,754
6,5,1,8,3,0,2,4,7,762
6,7,1,8,3,0,2,4,5,764
7,5,1,8,0,3,2,4,6,774
7,5,1,8,0,3,2,4,6,774
7,5,1,8,0,3,2,4,6,774
7,5,1,8,0,3,2,4,6,774
7,5,1,8,0,3,2,4,6,774
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
7,5,1,8,3,0,2,4,6,785
