0,1,3,2,4,290
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
